time,data
00:53:18.730,-5.35
00:53:18.730,-5.35
00:53:18.731,-5.35
00:53:18.732,-5.35
00:53:18.733,-5.35
00:53:18.734,-5.35
00:53:18.735,-5.34
00:53:18.735,-5.34
00:53:18.736,-5.34
00:53:18.737,-5.34
00:53:18.737,-5.34
00:53:18.738,-5.34
00:53:18.739,-5.34
00:53:18.740,-5.34
00:53:18.741,-5.35
00:53:18.741,-5.35
00:53:18.742,-5.35
00:53:18.743,-5.35
00:53:18.744,-5.34
00:53:18.745,-5.34
00:53:18.745,-5.34
00:53:18.746,-5.34
00:53:18.747,-5.34
00:53:18.747,-5.34
00:53:18.748,-5.34
00:53:18.749,-5.34
00:53:18.749,-5.34
00:53:18.750,-5.34
00:53:18.751,-5.34
00:53:18.751,-5.34
00:53:18.752,-5.34
00:53:18.753,-5.33
00:53:18.754,-5.33
00:53:18.754,-5.34
00:53:18.755,-5.33
00:53:18.756,-5.33
00:53:18.757,-5.33
00:53:18.757,-5.33
00:53:18.758,-5.34
00:53:18.758,-5.33
00:53:18.759,-5.33
00:53:18.760,-5.34
00:53:18.774,-0.00
00:53:18.775,0.00
00:53:18.775,0.01
00:53:18.776,0.00
00:53:18.777,0.00
00:53:18.777,0.01
00:53:18.778,0.01
00:53:18.778,0.00
00:53:18.779,0.00
00:53:18.779,0.00
00:53:18.780,0.00
00:53:18.781,-0.00
00:53:18.781,-0.00
00:53:18.782,-0.00
00:53:18.782,0.00
00:53:18.783,0.00
00:53:18.783,0.00
00:53:18.784,0.00
00:53:18.784,-0.00
00:53:18.785,-0.00
00:53:18.785,0.00
00:53:18.786,0.00
00:53:18.787,0.00
00:53:18.787,0.00
00:53:18.788,0.00
00:53:18.788,0.00
00:53:18.789,0.00
00:53:18.789,0.00
00:53:18.790,0.00
00:53:18.791,0.00
00:53:18.791,-0.00
00:53:18.792,-0.00
00:53:18.792,-0.00
00:53:18.793,0.00
00:53:18.794,-0.00
00:53:18.795,-0.00
00:53:18.795,-0.00
