time, data
00:42:18.872,0.01
00:42:18.873,0.01
00:42:18.874,0.01
00:42:18.875,0.01
00:42:18.875,0.01
00:42:18.876,0.01
00:42:18.877,0.01
00:42:18.877,0.01
00:42:18.879,0.01
00:42:18.880,0.01
00:42:18.880,0.01
00:42:18.881,0.01
00:42:18.881,0.01
00:42:18.882,0.01
00:42:18.883,0.01
00:42:18.884,0.01
00:42:18.884,0.01
00:42:18.885,0.01
00:42:18.886,0.01
00:42:18.886,0.02
00:42:18.887,0.01
00:42:18.888,0.02
00:42:18.888,0.01
00:42:18.889,0.01
00:42:18.890,0.01
00:42:18.891,0.01
00:42:18.891,0.01
00:42:18.892,0.01
00:42:18.893,0.01
00:42:18.893,0.01
00:42:18.894,0.01
00:42:18.895,0.01
00:42:18.896,0.01
00:42:18.896,0.01
00:42:18.897,0.01
00:42:18.897,0.01
00:42:18.898,0.01
00:42:18.899,0.01
00:42:18.899,0.01
00:42:18.900,0.01
00:42:18.901,0.01
00:42:18.902,0.01
00:42:18.902,0.01
00:42:18.904,0.00
00:42:18.904,0.00
00:42:18.905,-0.00
00:42:18.907,-0.00
00:42:18.908,-0.00
00:42:18.908,0.00
00:42:18.909,0.00
00:42:18.909,0.00
00:42:18.910,0.00
00:42:18.910,0.00
00:42:18.911,0.00
00:42:18.911,0.00
00:42:18.912,0.00
00:42:18.912,0.00
00:42:18.913,0.00
00:42:18.913,-0.00
00:42:18.914,-0.00
00:42:18.914,-0.00
00:42:18.915,-0.01
00:42:18.916,-0.00
00:42:18.916,0.00
00:42:18.917,-0.00
00:42:18.918,-0.00
00:42:18.918,-0.00
00:42:18.919,-0.00
00:42:18.920,-0.00
00:42:18.921,-0.00
00:42:18.921,-0.00
00:42:18.922,-0.01
00:42:18.923,-0.01
00:42:18.923,-0.01
00:42:18.924,-0.01
00:42:18.925,-0.01
00:42:18.925,-0.01
00:42:18.926,-0.01
00:42:18.927,-0.01
00:42:18.928,-0.01
00:42:18.928,-0.01
00:42:18.929,-0.01
00:42:18.930,-0.01
00:42:18.930,-0.00
00:42:18.931,-0.00
00:42:18.932,-0.00
00:42:18.933,-0.00
00:42:18.934,-0.01
00:42:18.934,-0.00
00:42:18.936,-0.00
00:42:18.936,-0.00
00:42:18.937,0.00
00:42:18.938,-0.00
00:42:18.938,-0.00
00:42:18.939,-0.00
00:42:18.940,0.00
00:42:18.941,-0.00
00:42:18.942,-0.00
00:42:18.942,-0.00
00:42:18.943,-0.01
00:42:18.944,-0.01
00:42:18.945,-0.01
00:42:18.945,-0.01
00:42:18.946,-0.01
00:42:18.947,-0.00
00:42:18.948,-0.01
00:42:18.949,-0.00
00:42:18.950,-0.00
00:42:18.951,-0.00
00:42:18.951,-0.00
00:42:18.952,-0.00
00:42:18.953,-0.01
00:42:18.954,-0.00
00:42:18.954,0.00
00:42:18.955,-0.00
00:42:18.956,-0.00
00:42:18.956,0.00
00:42:18.958,0.00
00:42:18.958,-0.00
00:42:18.958,-0.01
00:42:18.959,-0.01
00:42:18.960,-0.00
00:42:18.961,-0.00
00:42:18.961,-0.00
00:42:18.962,-0.00
00:42:18.963,-0.01
00:42:18.963,-0.01
00:42:18.964,-0.01
00:42:18.967,-0.01
00:42:18.969,-0.00
00:42:18.970,-0.00
00:42:18.971,-0.00
00:42:18.972,-0.00
00:42:18.973,-0.01
00:42:18.973,-0.01
00:42:18.974,-0.00
00:42:18.975,-0.00
