time, data
01:12:55.421,-0.01
01:12:55.421,-0.01
01:12:55.422,-0.01
01:12:55.423,-0.01
01:12:55.424,-0.01
01:12:55.424,-0.01
01:12:55.425,-0.01
01:12:55.426,-0.01
01:12:55.426,-0.01
01:12:55.427,-0.01
01:12:55.428,-0.01
01:12:55.429,-0.00
01:12:55.430,-0.01
01:12:55.431,-0.01
01:12:55.432,-0.01
01:12:55.433,-0.01
01:12:55.434,-0.01
01:12:55.435,-0.01
01:12:55.436,-0.01
01:12:55.437,-0.00
01:12:55.438,-0.01
01:12:55.439,-0.01
01:12:55.440,0.00
01:12:55.441,-0.00
01:12:55.442,-0.00
01:12:55.444,0.00
01:12:55.445,-0.00
01:12:55.446,-0.00
01:12:55.447,-0.01
01:12:55.447,-0.00
01:12:55.448,-0.00
01:12:55.448,-0.01
01:12:55.449,-0.01
01:12:55.450,-0.01
01:12:55.450,-0.01
01:12:55.451,-0.01
01:12:55.451,-0.01
01:12:55.452,-0.00
01:12:55.453,-0.01
01:12:55.453,-0.02
01:12:55.454,-0.01
01:12:55.455,-0.01
01:12:55.455,-0.01
01:12:55.456,-0.02
01:12:55.457,-0.01
01:12:55.457,-0.01
01:12:55.458,-0.00
01:12:55.459,-0.01
01:12:55.460,-0.01
01:12:55.461,-0.01
01:12:55.462,-0.01
01:12:55.462,-0.01
01:12:55.463,-0.01
01:12:55.464,-0.02
01:12:55.465,-0.02
01:12:55.466,-0.01
01:12:55.467,-0.02
01:12:55.469,-0.01
01:12:55.470,-0.01
01:12:55.471,-0.01
01:12:55.472,-0.01
01:12:55.473,-0.02
01:12:55.474,-0.01
01:12:55.474,-0.01
01:12:55.475,-0.01
01:12:55.476,-0.01
01:12:55.476,-0.01
01:12:55.477,-0.01
01:12:55.478,-0.01
01:12:55.478,-0.01
01:12:55.479,-0.01
01:12:55.480,-0.01
01:12:55.480,-0.02
01:12:55.481,-0.01
01:12:55.482,-0.01
01:12:55.482,-0.01
01:12:55.483,-0.01
01:12:55.484,-0.01
01:12:55.484,-0.02
01:12:55.485,-0.01
01:12:55.486,-0.01
01:12:55.486,-0.01
01:12:55.487,-0.01
01:12:55.487,-0.01
01:12:55.488,-0.02
01:12:55.489,-0.02
01:12:55.490,-0.01
01:12:55.490,-0.01
01:12:55.491,-0.02
01:12:55.492,-0.01
01:12:55.493,-0.01
01:12:55.493,-0.02
01:12:55.494,-0.02
01:12:55.495,-0.02
01:12:55.495,-0.02
01:12:55.496,-0.02
01:12:55.497,-0.02
01:12:55.498,-0.01
01:12:55.498,-0.02
01:12:55.499,-0.02
01:12:55.500,-0.01
01:12:55.501,-0.01
01:12:55.502,-0.02
01:12:55.503,-0.02
01:12:55.504,-0.02
01:12:55.505,-0.02
01:12:55.506,-0.02
01:12:55.507,-0.01
01:12:55.508,-0.01
01:12:55.509,-0.01
01:12:55.510,-0.02
01:12:55.510,-0.01
01:12:55.511,-0.01
01:12:55.512,-0.02
01:12:55.513,-0.02
01:12:55.513,-0.02
01:12:55.514,-0.02
01:12:55.515,-0.01
01:12:55.515,-0.01
01:12:55.516,-0.01
01:12:55.517,-0.01
01:12:55.517,-0.02
01:12:55.518,-0.02
01:12:55.519,-0.02
01:12:55.520,-0.02
01:12:55.520,-0.02
01:12:55.521,-0.02
01:12:55.522,-0.01
01:12:55.522,-0.02
01:12:55.523,-0.02
01:12:55.524,-0.02
01:12:55.524,-0.02
01:12:55.525,-0.02
01:12:55.525,-0.02
01:12:55.526,-0.02
01:12:55.527,-0.02
01:12:55.527,-0.02
01:12:55.528,-0.02
01:12:55.528,-0.03
01:12:55.529,-0.03
01:12:55.529,-0.03
01:12:55.530,-0.02
01:12:55.530,-0.02
01:12:55.531,-0.02
01:12:55.532,-0.03
01:12:55.532,-0.02
01:12:55.533,-0.02
01:12:55.533,-0.03
01:12:55.534,-0.02
01:12:55.535,-0.02
01:12:55.535,-0.02
01:12:55.536,-0.02
01:12:55.536,-0.02
01:12:55.537,-0.01
01:12:55.537,-0.01
01:12:55.538,-0.02
01:12:55.538,-0.02
01:12:55.539,-0.02
01:12:55.539,-0.02
01:12:55.540,-0.02
01:12:55.541,-0.02
01:12:55.541,-0.02
01:12:55.542,-0.02
01:12:55.542,-0.02
01:12:55.543,-0.02
01:12:55.544,-0.02
01:12:55.544,-0.02
01:12:55.545,-0.01
01:12:55.546,-0.01
01:12:55.546,-0.02
01:12:55.547,-0.01
01:12:55.548,-0.02
01:12:55.548,-0.01
01:12:55.548,-0.02
01:12:55.549,-0.02
01:12:55.550,-0.02
01:12:55.551,-0.01
01:12:55.551,-0.01
01:12:55.552,-0.02
01:12:55.553,-0.02
01:12:55.553,-0.02
01:12:55.554,-0.01
01:12:55.555,-0.02
01:12:55.555,-0.02
01:12:55.556,-0.02
01:12:55.557,-0.02
01:12:55.557,-0.02
01:12:55.558,-0.01
01:12:55.558,-0.02
01:12:55.559,-0.02
01:12:55.560,-0.02
01:12:55.560,-0.02
01:12:55.561,-0.02
01:12:55.561,-0.02
01:12:55.562,-0.02
01:12:55.563,-0.02
01:12:55.563,-0.03
01:12:55.564,-0.02
01:12:55.564,-0.02
01:12:55.565,-0.02
01:12:55.566,-0.03
01:12:55.566,-0.02
01:12:55.567,-0.02
01:12:55.567,-0.02
01:12:55.568,-0.02
01:12:55.569,-0.02
01:12:55.569,-0.02
01:12:55.570,-0.03
01:12:55.570,-0.02
01:12:55.571,-0.02
01:12:55.571,-0.02
01:12:55.572,-0.02
01:12:55.572,-0.02
01:12:55.573,-0.02
01:12:55.573,-0.03
01:12:55.574,-0.02
01:12:55.575,-0.02
01:12:55.575,-0.02
01:12:55.576,-0.03
01:12:55.576,-0.02
01:12:55.577,-0.02
01:12:55.577,-0.02
01:12:55.578,-0.03
01:12:55.579,-0.01
01:12:55.579,-0.01
01:12:55.580,-0.02
01:12:55.580,-0.03
01:12:55.581,-0.02
01:12:55.581,-0.02
01:12:55.582,-0.02
01:12:55.582,-0.02
01:12:55.757,-0.02
01:12:55.932,-0.02
01:12:56.109,-0.02
01:12:56.282,-0.02
01:12:56.456,-0.01
01:12:56.631,-0.01
01:12:56.806,-0.01
01:12:56.980,-0.02
01:12:57.156,-0.02
01:12:57.330,-0.02
01:12:57.504,-0.02
01:12:57.679,-0.02
01:12:57.855,-0.03
01:12:58.29,-0.02
01:12:58.203,-0.02
01:12:58.378,-0.02
01:12:58.554,-0.01
01:12:58.727,-0.01
01:12:58.902,-0.02
01:12:59.78,-0.02
01:12:59.252,-0.02
01:12:59.426,-0.02
01:12:59.601,-0.02
01:12:59.782,-0.02
01:12:59.953,-0.02
01:13:00.125,-0.02
01:13:00.300,-0.02
01:13:00.474,-0.02
01:13:00.650,-0.02
01:13:00.824,-0.03
01:13:00.998,-0.02
01:13:01.175,-0.02
01:13:01.348,-0.03
01:13:01.524,-0.03
01:13:01.698,-0.02
01:13:01.872,-0.02
01:13:02.48,-0.03
01:13:02.310,-0.02
01:13:02.756,-0.02
01:13:02.834,-0.02
01:13:02.920,-0.02
01:13:03.8,-0.02
01:13:03.96,-0.02
01:13:03.183,-0.02
01:13:03.271,-0.02
01:13:03.358,-0.02
01:13:03.444,-0.02
01:13:03.532,-0.02
01:13:03.619,-0.02
01:13:03.708,-0.02
01:13:03.796,-0.02
01:13:03.883,-0.02
01:13:03.970,-0.02
01:13:04.58,-0.02
01:13:04.143,-0.02
01:13:04.231,-0.02
01:13:04.319,-0.02
01:13:04.405,-0.02
01:13:04.492,-0.02
01:13:04.580,-0.02
01:13:04.667,-0.02
01:13:04.754,-0.02
01:13:04.842,-0.01
01:13:04.929,-0.01
01:13:05.18,-0.01
01:13:05.105,-0.01
01:13:05.193,-0.02
01:13:05.280,-0.02
01:13:05.366,-0.02
01:13:05.454,-0.02
01:13:05.541,-0.02
01:13:05.629,-0.02
01:13:05.715,-0.02
01:13:05.803,-0.02
01:13:05.891,-0.02
01:13:05.977,-0.01
01:13:06.66,-0.01
01:13:06.153,-0.01
01:13:06.241,-0.01
01:13:06.329,0.00
01:13:06.416,0.01
01:13:06.504,0.01
01:13:06.590,0.02
01:13:06.677,0.02
01:13:06.765,0.03
01:13:06.852,0.04
01:13:06.938,0.04
01:13:07.26,0.05
01:13:07.113,0.05
01:13:07.200,0.06
01:13:07.289,0.07
01:13:07.375,0.07
01:13:07.465,0.08
01:13:07.552,0.09
01:13:07.640,0.10
01:13:07.727,0.11
01:13:07.813,0.12
01:13:07.899,0.13
01:13:07.986,0.14
01:13:08.75,0.15
01:13:08.162,0.16
01:13:08.249,0.16
01:13:08.336,0.17
01:13:08.423,0.18
01:13:08.512,0.19
01:13:08.598,0.20
01:13:08.693,0.21
01:13:08.778,0.22
01:13:08.862,0.23
01:13:08.950,0.24
01:13:09.37,0.24
01:13:09.122,0.25
01:13:09.210,0.26
01:13:09.297,0.27
01:13:09.385,0.28
01:13:09.472,0.29
01:13:09.560,0.29
01:13:09.647,0.30
01:13:09.735,0.31
01:13:09.823,0.31
01:13:09.909,0.32
01:13:09.996,0.33
01:13:10.84,0.34
01:13:10.173,0.34
01:13:10.259,0.34
01:13:10.348,0.35
01:13:10.434,0.36
01:13:10.521,0.37
01:13:10.608,0.38
01:13:10.694,0.39
01:13:10.783,0.39
01:13:10.870,0.40
01:13:10.957,0.41
01:13:11.45,0.42
01:13:11.132,0.43
01:13:11.220,0.44
01:13:11.306,0.44
01:13:11.396,0.45
01:13:11.482,0.45
01:13:11.570,0.46
01:13:11.658,0.47
01:13:11.746,0.48
01:13:11.831,0.49
01:13:11.917,0.50
01:13:12.5,0.51
01:13:12.92,0.52
01:13:12.180,0.52
01:13:12.267,0.53
01:13:12.354,0.54
01:13:12.442,0.55
01:13:12.529,0.56
01:13:12.618,0.56
01:13:12.705,0.57
01:13:12.792,0.58
01:13:12.880,0.58
01:13:12.896,Armed
01:13:12.897,0.58
01:13:12.967,0.59
01:13:13.53,0.60
01:13:13.141,0.61
01:13:13.229,0.62
01:13:13.316,0.63
01:13:13.404,0.64
01:13:13.491,0.65
01:13:13.577,0.65
01:13:13.666,0.66
01:13:13.759,0.67
01:13:13.841,0.68
01:13:13.929,0.69
01:13:14.16,0.70
01:13:14.104,0.71
01:13:14.190,0.71
01:13:14.277,0.72
01:13:14.364,0.73
01:13:14.451,0.75
01:13:14.539,0.76
01:13:14.627,0.77
01:13:14.714,0.78
01:13:14.801,0.79
01:13:14.889,0.79
01:13:14.975,0.80
01:13:15.63,0.81
01:13:15.152,0.82
01:13:15.239,0.82
01:13:15.327,0.83
01:13:15.414,0.84
01:13:15.502,0.85
01:13:15.587,0.86
01:13:15.675,0.87
01:13:15.762,0.88
01:13:15.850,0.89
01:13:15.937,0.90
01:13:16.24,0.91
01:13:16.112,0.92
01:13:16.199,0.93
01:13:16.285,0.94
01:13:16.374,0.95
01:13:16.464,0.96
01:13:16.550,0.97
01:13:16.637,0.98
01:13:16.725,0.99
01:13:16.810,1.00
01:13:16.898,1.01
01:13:16.985,1.02
01:13:17.72,1.03
01:13:17.160,1.04
01:13:17.247,1.06
01:13:17.335,1.07
01:13:17.422,1.08
01:13:17.509,1.09
01:13:17.598,1.10
01:13:17.686,1.11
01:13:17.772,1.13
01:13:17.859,1.13
01:13:17.945,1.14
01:13:18.32,1.15
01:13:18.121,1.16
01:13:18.208,1.17
01:13:18.295,1.18
01:13:18.383,1.19
01:13:18.470,1.20
01:13:18.557,1.22
01:13:18.645,1.23
01:13:18.733,1.24
01:13:18.822,1.25
01:13:18.909,1.26
01:13:18.996,1.27
01:13:19.82,1.28
01:13:19.169,1.29
01:13:19.256,1.31
01:13:19.343,1.32
01:13:19.430,1.33
01:13:19.518,1.34
01:13:19.606,1.35
01:13:19.693,1.36
01:13:19.781,1.37
01:13:19.869,1.39
01:13:19.955,1.40
01:13:20.44,1.41
01:13:20.131,1.43
01:13:20.218,1.44
01:13:20.307,1.45
01:13:20.395,1.46
01:13:20.479,1.47
01:13:20.567,1.49
01:13:20.654,1.50
01:13:20.741,1.52
01:13:20.829,1.53
01:13:20.915,1.54
01:13:21.3,1.56
01:13:21.91,1.57
01:13:21.178,1.58
01:13:21.273,1.59
01:13:21.357,1.60
01:13:21.442,1.62
01:13:21.529,1.63
01:13:21.616,1.64
01:13:21.702,1.66
01:13:21.790,1.67
01:13:21.877,1.69
01:13:21.964,1.70
01:13:22.52,1.72
01:13:22.140,1.73
01:13:22.227,1.73
01:13:22.314,1.75
01:13:22.401,1.77
01:13:22.488,1.79
01:13:22.576,1.80
01:13:22.663,1.81
01:13:22.751,1.83
01:13:22.839,1.85
01:13:22.926,1.86
01:13:23.12,1.88
01:13:23.100,1.89
01:13:23.187,1.90
01:13:23.274,1.92
01:13:23.362,1.94
01:13:23.449,1.95
01:13:23.537,1.97
01:13:23.624,1.99
01:13:23.712,2.01
01:13:23.800,2.02
01:13:23.887,2.04
01:13:23.975,2.05
01:13:24.62,2.07
01:13:24.148,2.09
01:13:24.236,2.11
01:13:24.323,2.13
01:13:24.410,2.14
01:13:24.497,2.16
01:13:24.585,2.18
01:13:24.672,2.19
01:13:24.760,2.21
01:13:24.847,2.23
01:13:24.934,2.25
01:13:25.21,2.26
01:13:25.111,2.28
01:13:25.198,2.30
01:13:25.285,2.32
01:13:25.373,2.34
01:13:25.460,2.35
01:13:25.547,2.37
01:13:25.633,2.39
01:13:25.721,2.41
01:13:25.809,2.43
01:13:25.895,2.44
01:13:25.981,2.46
01:13:26.70,2.48
01:13:26.158,2.50
01:13:26.244,2.51
01:13:26.339,2.53
01:13:26.428,2.54
01:13:26.507,2.56
01:13:26.595,2.58
01:13:26.681,2.59
01:13:26.769,2.61
01:13:26.856,2.63
01:13:26.943,2.65
01:13:27.32,2.68
01:13:27.118,2.69
01:13:27.205,2.71
01:13:27.294,2.73
01:13:27.380,2.74
01:13:27.468,2.76
01:13:27.555,2.78
01:13:27.648,2.80
01:13:27.731,2.82
01:13:27.817,2.84
01:13:27.905,2.86
01:13:27.991,2.88
01:13:28.79,2.90
01:13:28.166,2.92
01:13:28.253,2.94
01:13:28.341,2.96
01:13:28.428,2.98
01:13:28.515,3.00
01:13:28.603,3.02
01:13:28.690,3.05
01:13:28.785,3.07
01:13:28.870,3.08
01:13:28.953,3.10
01:13:29.41,3.12
01:13:29.129,3.14
01:13:29.214,3.16
01:13:29.302,3.18
01:13:29.390,3.20
01:13:29.476,3.22
01:13:29.565,3.25
01:13:29.651,3.27
01:13:29.739,3.29
01:13:29.826,3.31
01:13:29.913,3.33
01:13:30.1,3.35
01:13:30.94,3.37
01:13:30.178,3.39
01:13:30.264,3.41
01:13:30.351,3.44
01:13:30.439,3.46
01:13:30.524,3.48
01:13:30.612,3.51
01:13:30.700,3.53
01:13:30.788,3.55
01:13:30.874,3.57
01:13:30.961,3.59
01:13:31.50,3.62
01:13:31.136,3.64
01:13:31.223,3.66
01:13:31.311,3.69
01:13:31.399,3.71
01:13:31.487,3.73
01:13:31.574,3.76
